사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2024-02,8호선,2819,문정,1,0,2079,3080,6609,11193,20721,50381,30349,158159,18446,74781,15042,26669,16893,18096,19863,17963,22632,20382,26020,18672,28507,18576,32882,20068,78604,23487,114415,35863,40597,24635,27573,14693,22902,13256,16978,11558,6729,6811,1192,1839,9,10,0,0,0,0
2024-02,8호선,2820,장지,18,0,5858,2497,15548,10537,39414,23172,49798,40678,28751,25961,20172,18324,17824,18581,19220,18517,21114,19080,21120,20068,24185,22745,29391,24847,41433,30370,44574,46047,23616,31420,20897,20179,15805,16139,8701,14992,3256,8782,531,2217,3,15,0,0,0,0
2024-02,8호선,2821,복정,22,0,3795,1903,9274,7515,23472,9618,33251,14288,18869,8103,12854,7417,10486,6226,11694,7663,10268,7374,10009,7844,10825,9831,13402,12127,18556,17638,20479,26024,10867,19186,7059,12411,6027,10847,4726,10255,1932,4259,422,1032,11,20,1,0,0,0
2024-02,8호선,2822,산성,25,2,4489,472,9348,1554,25120,2338,29648,5381,15071,4365,10295,4656,8862,4536,8661,5135,8321,5781,7225,6661,7142,8604,7102,10649,7086,14189,6221,24687,3329,21114,2385,12881,1767,11795,1296,10977,668,6150,182,2396,4,17,0,0,0,0
2024-02,8호선,2823,남한산성입구(성남법원.검찰청),60,6,9699,1415,18965,4356,44589,9304,57347,18094,30540,11309,19951,9621,18308,9464,18397,10560,16986,11959,15168,12480,14767,16677,14893,19810,18091,25307,18813,40940,9158,32565,5818,20984,4561,19929,2952,17823,1171,9809,257,3752,7,18,0,0,0,0
2024-02,8호선,2824,단대오거리,40,1,8256,1356,16976,5632,42916,9439,49906,17203,25985,8491,17071,8268,15822,9404,16603,10438,15450,11110,13862,13493,13578,16891,14717,20690,17417,26208,20127,42122,9339,35019,7156,20448,4870,18289,3275,18112,1468,10051,367,3220,1,39,0,0,0,0
2024-02,8호선,2825,신흥,3,0,3308,448,6355,1957,15611,3071,20665,6108,11193,4077,7242,4857,6710,5365,6971,6961,7031,8531,7292,8491,8048,9233,8695,10437,8715,12181,8318,18013,4836,15119,3909,9661,3012,8420,2123,6958,940,4575,204,1245,3,193,0,0,0,0
2024-02,8호선,2826,수진,2,0,3583,534,5931,1905,13753,3234,20139,6669,11916,5948,7849,5774,7874,6174,8438,6378,8509,7989,7787,7611,8290,8072,8986,8986,8249,9985,7565,15092,4570,11905,3449,7757,3300,6976,2521,5915,892,4434,209,1066,2,214,0,0,0,0
2024-02,8호선,2827,모란,11,0,2054,498,2623,2870,7526,3679,9568,7707,6357,5486,6030,5508,7108,6584,8420,7137,9723,7072,9620,6595,10710,7113,11003,7178,11012,7220,10813,10155,6201,6555,4631,4126,4433,3892,3661,3428,2489,2131,759,1454,20,367,0,9,0,0
2024-02,8호선,2828,남위례,1,0,1512,928,5722,2987,17917,6877,22017,19967,12400,10592,8696,6212,7901,5965,8997,6816,8915,8203,8767,7899,9899,9126,10978,11099,14777,14647,17015,22662,7725,17573,6528,9825,6419,8972,4812,7778,2080,5277,620,1691,2,16,0,0,0,0
2024-02,9호선,4101,개화,6,0,1802,185,6558,2433,14238,3192,9903,4342,3768,2480,2612,1690,2375,1924,2169,1871,2130,1977,2372,1776,2712,2050,3750,2325,5216,3075,5498,6338,2084,5278,1330,2718,1297,1967,450,1526,307,1053,75,445,0,46,0,0,0,0
2024-02,9호선,4102,김포공항,17,1,704,2159,2648,12974,10069,14896,10737,17518,6940,16133,7343,20228,10992,21009,11100,22364,12761,24143,15961,23406,18629,21322,16063,23830,17457,28846,20217,25351,16125,15760,13321,6011,11283,3412,10576,2874,4080,1717,151,1191,2,114,0,4,0,0
2024-02,9호선,4103,공항시장,3,0,2834,192,4119,1012,8357,1806,10825,3864,5793,2888,4500,3041,4289,3195,4781,3481,4359,3894,4299,4263,3896,4996,4285,6082,4552,7160,4010,11495,2897,8536,2325,5540,2099,5649,1672,5205,827,3446,194,1410,2,24,0,2,0,0
2024-02,9호선,4104,신방화,9,0,4629,524,10474,2239,24908,3788,25584,10098,13950,7154,10919,6230,10206,6118,11371,7698,10043,7994,8804,8404,8864,10979,9308,12191,9392,13858,9946,24466,6102,19173,4731,12743,3514,10674,2563,10323,1146,6002,212,2399,3,25,0,4,0,0
2024-02,9호선,4105,마곡나루(서울식물원),16,0,4229,1328,8652,13045,26451,21058,27980,51818,14369,22442,11257,13002,11864,12299,13995,12495,15342,14269,15677,13814,18323,13838,24218,15622,39044,23858,44734,34307,21805,27873,17631,15871,16028,15023,14209,13053,6809,8980,1009,3393,11,357,0,3,0,0
2024-02,9호선,4106,양천향교,9,0,4218,1084,9547,8396,28179,11395,30256,36876,14422,14981,11006,8427,11491,7970,12809,8473,12375,9699,11891,9978,13059,10651,16314,11608,21348,18316,30646,26429,10922,23724,7286,15050,5990,14171,4273,12833,2039,9052,447,2853,3,158,0,0,0,0
2024-02,9호선,4107,가양,130,0,14000,1412,24421,7321,71872,22922,72356,49299,41408,28839,30095,19203,29961,19017,31894,21140,29690,24541,26850,25564,27670,30084,31619,36249,39855,42535,47302,66381,21222,58389,17111,34933,13481,31344,9762,28306,4083,16863,643,5987,4,86,0,0,0,0
2024-02,9호선,4108,증미,0,0,2320,552,7174,2117,21239,9539,23307,43955,11902,16736,8372,6544,8343,5480,8491,6098,8680,6608,8091,6633,8585,8042,9055,8762,20406,11016,34598,18509,9702,15612,5404,8551,4296,7842,2439,7340,1183,4383,180,1541,2,14,0,0,0,0
2024-02,9호선,4109,등촌,17,0,5722,818,13791,2954,43921,6951,51384,15511,23989,11988,17006,9594,16206,10668,16914,12088,16146,13374,15030,14011,14540,17104,15074,20695,16585,25972,17847,44563,9593,33419,7338,21636,6077,17019,4760,14511,2252,9668,389,2679,6,28,0,0,0,0
2024-02,9호선,4110,염창,14,0,10970,711,24151,4224,70552,7316,76936,19059,44159,11654,27803,10533,23821,10877,24406,13587,22209,15755,18535,17307,18238,23230,19174,27673,21644,40614,23451,67869,12977,55796,10260,36720,9196,31655,7028,29534,2938,19255,455,5224,1,294,0,0,0,0
2024-02,9호선,4111,신목동,4,0,2465,338,5873,1667,18675,3467,17932,5935,8651,3430,6434,2610,5611,3041,6000,3450,5063,4229,4716,4828,5047,4615,5230,6152,6198,8485,5805,13205,2723,11487,2016,6390,1808,6366,1531,5343,582,3743,143,1201,2,48,0,0,0,0
2024-02,9호선,4112,선유도,2,0,1852,1035,5773,3511,20698,11918,24807,40383,12232,19775,8881,7361,8918,7474,9909,7207,9502,8410,9560,7755,9847,8530,12784,9464,23960,13002,35387,19961,12519,15839,7368,9593,6226,8873,4663,7943,1912,4626,366,1734,2,11,0,0,0,0
2024-02,9호선,4113,당산,82,0,7899,1234,16264,6400,49624,14424,58454,42117,33517,22622,25169,16027,23613,17442,26476,18398,25513,20530,23817,20520,24296,23979,26873,29305,35889,43417,45843,62989,22945,49819,19489,31822,18721,30347,16093,28453,7445,18238,1247,5056,20,169,0,5,0,0
2024-02,9호선,4114,국회의사당,0,0,766,1682,1919,9188,4261,42681,6667,135875,6820,63816,8993,24703,12024,18116,14459,17675,17595,20596,23590,14538,24136,10440,33097,10710,65081,12567,93127,11981,34795,7550,21602,5130,21088,4403,14091,3952,4364,2452,771,738,3,7,0,0,0,0
2024-02,9호선,4115,여의도,32,0,2554,2667,3959,23034,8462,130590,9773,159323,10098,75108,13147,34665,20763,34641,22172,32473,28503,36304,34614,29283,44066,28421,61739,27451,142647,28861,143282,29474,72744,17270,60326,9571,43894,8098,24999,7583,9256,3868,1173,1772,12,135,0,0,0,0
2024-02,9호선,4116,샛강,16,1,987,863,2069,3744,4378,14856,6190,35927,4853,13404,4824,8567,6143,7638,6926,7504,7993,7395,8444,7390,9648,6717,11099,7438,20488,9853,29372,12454,11812,7812,10269,4145,9252,3558,6589,3404,3402,1947,730,918,1,6,0,0,0,0
2024-02,9호선,4117,노량진,333,2,15189,1636,21492,11376,57555,31574,81361,52181,46506,33386,30261,21984,29624,23039,32446,27824,35638,31828,31457,29574,30641,33492,34358,39878,43809,53717,45893,81729,27952,57539,27947,36682,33164,36565,35723,34131,12207,20072,1397,5413,13,57,0,4,0,0
2024-02,9호선,4118,노들,3,0,3515,243,5166,1138,15651,1810,20316,3340,11941,3084,8206,3101,6764,3190,7095,4206,6979,4301,5935,4679,5377,6972,5588,7640,6254,9278,5832,15119,3457,10668,2619,7419,1850,6466,1437,6080,646,3838,179,1066,5,5,0,0,0,0
2024-02,9호선,4119,흑석(중앙대입구),6,0,3174,895,5291,4189,16081,10098,21275,16096,14167,12579,11621,11578,12089,9388,13015,11623,13561,13485,13269,11700,14696,13312,15594,14447,20057,18153,14560,26989,9610,18173,8265,11949,8061,9844,7119,9604,3557,6340,576,2030,2,25,0,0,0,0
2024-02,9호선,4120,동작(현충원),19,0,800,235,1355,1627,3638,1648,4580,2950,3123,2336,2736,3233,2926,2969,3774,2633,3778,2849,3952,2972,3558,2463,4006,2524,3671,2643,3402,3386,1643,2483,1244,1750,1201,1467,860,1550,420,1242,77,763,3,186,0,2,0,0
2024-02,9호선,4121,구반포,0,0,230,381,460,3114,1181,2069,1774,3677,1123,3213,978,1743,1288,1142,1291,1453,1445,1619,1687,1334,1928,1288,3334,1438,4130,1533,3696,2218,1642,1207,1162,630,817,673,811,637,243,364,58,184,3,5,0,0,0,0
2024-02,9호선,4122,신반포,1,0,773,430,2012,5748,6525,7039,9059,9493,6581,6660,5180,5283,4928,3995,5795,4353,5845,5374,5519,5168,7468,5503,8743,5698,10290,6701,9861,9818,5462,6812,3573,4042,3669,4000,2071,3878,677,2197,137,732,0,10,0,0,0,0
2024-02,9호선,4123,고속터미널,22,1,2249,1143,5549,13256,16269,18249,22329,29362,20019,31115,18465,36860,20709,37916,23338,39075,25619,40542,27669,42324,31512,43457,34158,45997,36023,48065,35884,53795,29921,38086,27204,24970,19871,22399,16471,19861,6158,9824,948,2105,27,25,0,0,0,0
2024-02,9호선,4124,사평,1,0,874,268,2908,1623,9531,3320,12353,7010,8074,4358,6248,3257,5604,3388,6258,4564,5777,5352,5477,5197,5616,5710,6884,6622,7830,8818,7952,11240,4431,8504,2866,5922,2116,5592,1566,5562,530,2933,122,798,1,11,0,0,0,0
2024-02,9호선,4125,신논현,81,1,3796,1230,11384,13742,27815,34901,36277,78748,29220,93498,26272,53900,31056,43230,37123,43685,40760,48684,44066,47103,50757,45982,60300,52848,77023,67757,100092,91727,74889,54388,57527,30347,63740,23823,55907,19481,29739,11314,4921,3527,30,289,0,10,0,0
2024-02,공항철도 1호선,4201,서울역,275,0,2558,1448,3606,13172,11308,19683,14702,30624,15408,26320,16381,21551,21848,22453,25409,23535,26041,22159,19826,18906,28497,21146,29461,21521,34309,24277,35309,23679,28530,21544,20441,14165,23111,11753,17707,8861,10587,4493,501,2686,3,24,0,18,0,0
2024-02,공항철도 1호선,4202,공덕,79,1,1832,127,2499,1501,5801,3458,6730,10907,4224,5713,3542,3652,3765,3897,3470,4464,3682,4895,3558,4213,3531,5147,4530,5987,6266,8835,9231,12809,4520,8663,3703,5838,3396,5776,3024,5532,1363,3999,86,1529,6,25,0,7,0,0
2024-02,공항철도 1호선,4203,홍대입구,205,6,4407,397,4981,3353,9335,9047,13061,22734,10776,24720,11793,23083,13576,29246,16076,35501,18462,35907,21772,30891,26908,30580,33238,31197,40590,33161,45173,38934,37012,26493,34706,14213,38191,11437,32365,10328,14473,7657,1162,2422,30,51,7,7,0,0
2024-02,공항철도 1호선,4204,디지털미디어시티,164,7,3553,908,7928,6846,20073,28711,21256,81050,11700,37823,9117,14671,10281,11604,11895,11287,12841,11833,12890,10196,15488,10764,19578,12213,45662,18276,74569,26608,29941,18572,18663,10731,15924,9630,12308,9067,5999,5829,755,2764,4,39,0,5,0,0
2024-02,공항철도 1호선,4206,마곡나루(서울식물원),14,0,2201,1937,4200,20741,11838,29298,13953,63292,7174,27693,5080,11145,6167,7081,7450,8198,7288,10524,8402,7533,12648,6183,22969,7648,61315,12111,48655,17997,19527,10114,11946,6391,9503,5925,14510,5751,2570,3607,402,2335,7,32,0,5,0,0
2024-02,공항철도 1호선,4207,김포공항,15,6,1576,1847,2910,10689,6049,17824,11367,15860,14776,9372,15125,10058,19961,9952,17389,10796,18653,11820,22858,9567,21929,8980,17593,9976,21106,12469,27435,9627,19085,6029,16082,2554,18439,1464,17901,1297,7174,924,177,643,3,46,0,0,0,0
2024-02,공항철도 1호선,4208,계양,12,0,12322,775,30900,2890,65919,4412,52806,6605,31194,5996,21619,4731,19896,5781,19211,6600,15704,9198,12894,11220,12176,14413,12923,20800,12641,28851,10000,53373,6610,48508,4500,30407,3611,27834,2493,25413,1218,16048,181,4890,5,47,0,0,0,0
2024-02,공항철도 1호선,4209,검암,1059,4,7319,426,12567,1860,30889,6826,22975,13204,12388,4528,9100,3729,9231,3389,8578,4394,7568,5267,6411,5729,6507,7215,7925,10156,8393,13579,10875,23418,4128,22784,3404,13447,2753,11891,2144,11722,929,9441,130,4606,1,33,0,0,0,0
2024-02,공항철도 1호선,4210,청라국제도시,118,3,6119,241,15814,3695,30520,6620,19565,17090,11407,5542,9773,3079,10550,3434,10068,4174,8424,5459,7808,6143,7914,7023,10079,9829,13461,13879,17959,22318,5650,22434,3858,14897,3162,13222,2694,14337,1097,8893,168,3894,2,15,0,0,0,0
2024-02,공항철도 1호선,4211,운서,155,6,14198,678,18203,6670,27253,11135,24166,11899,12717,10518,13398,5990,15675,6387,15870,8553,12680,9397,10740,11869,11944,12788,13455,15241,15795,18792,12848,29852,7456,24128,6461,19881,6003,19016,5623,19043,2413,14233,256,4639,4,18,0,0,0,0
2024-02,공항철도 1호선,4212,공항화물청사,8,0,671,868,1338,6621,1810,10497,2012,18674,1759,2791,726,1318,763,2320,1093,2823,1103,1180,1912,744,2700,796,4722,1175,9642,1664,13520,961,3242,1260,1867,1796,2455,939,2495,385,557,160,8,64,0,0,0,0,0,0
2024-02,공항철도 1호선,4213,인천공항1터미널,0,0,7910,9108,11181,16801,13934,31013,15581,30383,15728,22739,14530,24567,16732,30206,23193,36557,23818,25990,27425,21534,36225,18429,30918,21623,29635,22435,34223,18605,24398,19117,21265,11146,27174,8863,28028,5669,12976,5310,106,3776,20,29,0,23,0,0
2024-02,공항철도 1호선,4215,인천공항2터미널,0,0,5358,5922,6551,11075,6887,16848,8565,16320,7810,10014,5198,9703,6584,12219,8011,15132,8574,11021,13889,9826,14240,9286,17017,9660,19935,10279,22669,6521,11714,3502,13275,2669,11681,2306,8345,1667,2286,1383,4,1631,3,6,0,23,0,0
2024-02,공항철도 1호선,4217,영종,5,1,3101,178,9813,1613,13918,2547,10516,3229,7929,2691,7605,2534,7886,3889,7207,3838,6088,3819,5499,5286,5273,6992,5985,7566,5984,8256,4157,13416,2692,12743,2185,8115,1932,8490,1786,7510,690,6365,132,2382,4,8,0,0,0,0
2024-02,9호선2~3단계,4126,언주,2,0,1129,1277,2560,9120,6219,21235,9527,63592,8734,48191,9538,23426,10784,12962,12428,11862,12668,14202,15356,12433,18517,12085,23570,11091,40245,12561,55039,14314,29137,10718,15980,6482,12826,6273,8917,4944,3549,3433,646,1214,3,52,0,1,0,0
2024-02,9호선2~3단계,4127,선정릉,1,0,946,1043,3719,5816,7176,17612,9658,55091,7833,42745,6573,19027,7880,12945,10233,11385,10698,12666,12212,11063,13508,9429,17031,10039,29657,11954,48218,13524,26369,9870,13854,7276,11707,6598,9020,6152,3458,3637,626,1288,2,19,0,0,0,0
2024-02,9호선2~3단계,4128,삼성중앙,0,0,917,625,2879,3732,5257,15699,6983,41495,6271,33459,5815,13175,6422,8104,8198,8020,8744,8843,9098,7168,10331,7636,13518,7833,24873,9947,39303,12827,18458,8636,10834,5153,9817,4691,6262,4131,2571,2549,530,950,2,17,0,0,0,0
2024-02,9호선2~3단계,4129,봉은사,4,0,1615,1777,4621,13598,8644,37215,10015,107191,8889,78578,9950,44250,15316,40296,20420,36798,26078,37795,32037,34132,39713,28586,50886,26047,73170,27314,104622,25626,51986,15782,37445,9105,33589,7431,22509,5560,6153,3364,925,863,12,9,0,0,0,0
2024-02,9호선2~3단계,4130,종합운동장,0,0,1173,179,3278,1526,8695,4831,11142,11467,8319,7757,5720,4645,5690,4986,6075,5250,6476,6035,6238,5869,6323,6860,7876,7446,9903,11047,11888,15540,6782,11120,6442,6288,7443,6332,5053,4983,2102,3213,365,914,4,15,0,0,0,0
2024-02,9호선2~3단계,4131,삼전,10,0,4102,570,7036,3035,20200,4275,33574,11560,22526,6858,11752,5652,9967,5853,10529,7214,9978,7634,9337,8413,8935,9693,10114,12043,11550,15858,13863,26471,7168,22003,5787,13119,5129,13567,3818,10785,1754,7242,291,2427,3,467,0,0,0,0
2024-02,9호선2~3단계,4132,석촌고분,4,0,2690,638,6070,2128,16908,4253,29550,14519,19139,10221,10557,6481,9806,5837,10526,7350,9728,8283,8911,7836,8824,9423,9640,11024,11054,14326,15461,23345,6790,19841,5502,11772,4853,11713,3593,9345,1450,6403,237,2167,11,55,0,0,0,0
2024-02,9호선2~3단계,4133,석촌,1,0,2839,391,8490,2405,20726,4581,30816,11999,21986,11647,12943,8308,12251,8896,13333,10404,13917,10916,12909,10517,12683,11550,14570,14049,15581,18488,17403,29933,10695,22496,9709,14072,9887,11670,8230,12483,3431,6764,559,2048,7,24,0,0,0,0
2024-02,9호선2~3단계,4134,송파나루,1,0,1965,256,4078,1574,11998,4314,18581,11019,11286,8315,7202,5149,6196,7322,6901,7700,7452,8308,7419,7647,8045,8489,8176,11221,9729,14595,12903,24116,7336,15666,6995,8814,7495,6902,6179,6657,2508,3698,590,1492,13,13,0,2,0,0
2024-02,9호선2~3단계,4135,한성백제,0,0,897,187,3050,825,7397,1911,10488,6575,5964,4171,3630,2863,3444,2891,3872,3196,4116,3412,4040,3369,4116,3459,4460,3829,5645,5466,7636,8272,2958,6814,2687,3592,2374,3803,1856,3192,648,2144,128,820,4,7,0,0,0,0
2024-02,9호선2~3단계,4136,올림픽공원(한국체대),0,0,1566,539,5891,4757,14540,4869,18134,11054,11929,9126,8425,8825,8986,9246,10271,12276,9467,14553,9416,14560,10588,15257,13152,17601,15267,18744,19129,19021,10950,14820,13293,10162,14785,9632,10433,8531,2800,5857,161,1684,0,58,0,2,0,0
2024-02,9호선2~3단계,4137,둔촌오륜,0,0,301,224,1096,2946,2828,1977,3378,1906,2076,1343,1272,783,1409,954,1426,898,1455,998,1414,956,1583,1109,3139,1592,2450,1931,1472,2838,706,2305,597,1447,544,1270,414,1424,178,776,42,292,1,38,0,0,0,0
2024-02,9호선2~3단계,4138,중앙보훈병원,1,0,3364,569,15438,7246,41475,11455,43866,19045,27076,13132,19077,13198,17537,8786,16724,10419,13095,14048,16288,11703,18031,11821,17923,12559,19410,17734,14635,30332,5969,26342,4449,15880,3744,14488,2714,14830,928,7521,180,2458,4,191,0,2,0,0
2024-02,우이신설선,4701,북한산우이,3,0,1281,441,2664,1259,7512,2066,7931,5324,4652,7525,3886,7939,4669,6695,6116,5709,6761,4501,7276,4290,6738,3806,5962,3865,4703,4034,3935,5046,2335,4329,1667,2734,1358,2355,823,1827,454,989,154,426,3,48,0,0,0,0
2024-02,우이신설선,4702,솔밭공원,21,0,1799,196,3515,806,9475,1098,9731,2183,6616,2462,5082,2480,4373,2714,4517,3196,4449,3586,3824,3762,3766,4269,3400,5022,2852,5248,2503,7061,1553,6970,1099,4730,855,3953,678,3241,319,2303,77,696,1,6,0,1,0,0
2024-02,우이신설선,4703,4.19민주묘지,6,0,1327,291,2674,765,7207,1494,8861,3989,5737,3963,4830,3565,4867,4068,5742,4727,5712,4448,5507,4348,5234,4258,5512,4833,5126,5593,3662,6962,2218,6498,1972,4015,1355,3185,948,2854,389,2233,130,542,3,4,0,0,0,0
2024-02,우이신설선,4704,가오리,3,0,2432,296,5262,1100,13883,2681,15648,5651,10801,4386,7990,4346,7483,4855,7210,5111,7243,5884,5923,6235,6094,7276,5952,8788,5700,9326,4637,12505,3415,11746,2239,6986,1610,6508,1119,5425,598,3363,145,991,0,4,0,0,0,0
2024-02,우이신설선,4705,화계,3,0,1843,556,3631,1090,10612,1821,12716,4717,7915,4873,6272,4687,6486,4506,7732,5039,6882,5271,5614,5058,5236,5767,5110,6459,4628,7036,4406,9387,3097,8631,1839,5513,1335,4677,905,3931,488,2360,155,780,1,1,0,0,0,0
2024-02,우이신설선,4706,삼양,2,0,1004,291,2371,1000,5409,1156,6775,2892,4523,2373,3677,2627,3684,2455,3750,2966,3624,3478,3363,3385,3061,4415,3110,4555,2883,4428,2340,5737,1829,4837,1130,3162,746,2850,527,2209,217,1405,68,472,1,1,0,0,0,0
2024-02,우이신설선,4707,삼양사거리,1,0,1220,321,2553,1409,6142,1475,8250,3676,5867,3332,4843,2925,4630,3377,4959,3754,4868,4299,3868,4584,3893,5308,3832,5635,3838,5430,3613,6613,2558,6045,1727,3556,1264,2905,966,2549,405,1462,113,447,3,1,0,0,0,0
2024-02,우이신설선,4708,솔샘,2,1,2709,341,9278,1334,25526,2370,25780,4096,15533,3182,10789,3257,9152,3817,9216,5077,8723,5874,7251,6598,6661,8430,6601,10676,5939,12755,5032,21331,3086,19647,2085,11352,1703,10644,1301,9558,543,5530,114,1892,0,7,0,0,0,0
2024-02,우이신설선,4709,북한산보국문,4,1,2131,401,6429,1907,17824,3820,19982,8126,14586,6638,11162,5421,10021,5256,10310,6675,10508,7114,9580,7435,9003,9523,9747,11048,10202,13421,9524,18633,5212,16338,3986,11087,3773,9738,2479,8781,1279,5763,467,1432,0,7,0,0,0,0
2024-02,우이신설선,4710,정릉,2,0,1807,401,4653,1678,12054,2650,14719,6087,12243,4537,9103,3944,8387,4432,8893,5483,8535,5646,7456,6360,7096,7664,7310,9037,7164,10365,7464,14534,4083,11427,2679,7104,2310,6546,1761,5712,840,3113,242,822,0,5,0,0,0,0
2024-02,우이신설선,4711,성신여대입구(돈암),0,0,562,434,1144,1180,2912,3257,5867,8484,4375,7608,4175,6340,4763,6297,5873,7121,5934,8047,5762,7602,6674,7594,7113,7866,7333,9001,8793,10553,6086,7149,5787,4261,6798,3329,5807,2596,2570,1738,583,587,2,1,0,0,0,0
2024-02,우이신설선,4712,보문,3,0,537,163,800,1136,1624,1963,3292,4097,3075,3379,2341,2253,2482,2263,2785,2304,3074,2528,2922,2485,2806,2551,3144,2770,3167,3028,3634,3470,2142,2609,1685,1824,1398,1668,1190,1463,521,907,150,305,0,1,0,2,0,0
2024-02,우이신설선,4713,신설동,68,3,885,813,871,2381,1271,4650,2165,9863,1805,7438,2069,4555,2277,3497,2669,3781,3136,3872,3851,2681,5525,2268,5796,2217,6767,1746,8543,1955,4389,1239,3002,892,2342,836,1762,861,735,540,135,415,5,94,0,0,0,0
2024-02,신림선,4401,샛강,1,0,444,608,855,2283,1236,10203,2245,23616,1797,9185,1563,3679,1841,3037,1920,2912,2314,3153,3099,2900,3756,2498,3949,3110,9387,3167,16391,4224,5834,2334,4283,1389,3877,1096,2860,825,1335,496,393,246,2,48,0,1,0,0
2024-02,신림선,4402,대방,35,0,1333,300,1842,1146,5520,2829,9806,4580,5525,3237,3990,2536,4271,2632,4410,2788,4438,3268,4503,2994,4529,3141,4599,3817,5970,4797,5493,7425,3289,4496,2759,3187,2470,3183,1789,2917,847,1807,184,718,9,39,0,1,0,0
2024-02,신림선,4403,서울지방병무청,2,0,1032,478,2852,1100,8201,3484,11235,5073,6866,3295,6001,2490,5488,2913,4641,4607,4357,4848,4214,4521,5202,5136,4633,5667,4545,6872,4102,10162,2173,7830,1532,5037,1382,4796,1262,4331,388,2929,112,867,1,12,0,0,0,0
2024-02,신림선,4404,보라매,2,0,1476,294,2707,1179,8205,3946,11821,10149,7317,4587,4890,3393,4753,3594,5251,3972,5408,4333,5151,4353,5405,4755,5667,5546,7047,7544,11984,11605,4507,8405,3994,4994,3333,4456,2652,4077,1144,2511,316,1012,2,25,0,0,0,0
2024-02,신림선,4405,보라매공원,0,0,449,476,1434,1221,4410,3095,5804,7533,4035,2907,3027,2387,3337,2557,3303,2949,3044,3100,2991,3321,3542,3429,3401,3322,4201,3902,5826,5757,1947,4256,1738,2759,1043,2337,892,2043,261,1235,60,532,0,7,0,0,0,0
2024-02,신림선,4406,보라매병원,14,0,971,462,1860,4585,6350,16089,7909,47534,9110,21556,9776,13080,10731,9023,10306,9622,10129,11969,12797,11984,15072,8887,15315,7956,24529,8741,31291,10977,10614,8197,8245,4681,5090,4032,4263,3178,1356,1612,188,564,1,12,0,0,0,0
2024-02,신림선,4407,당곡,3,0,1722,190,3845,1064,11417,3065,17048,7813,11321,5596,6699,4513,6699,4516,7285,5272,7015,5563,6388,5936,6437,7198,6388,7966,7972,9994,8575,14827,4978,12115,4439,7466,3048,6654,1893,6018,966,3836,169,1352,0,8,0,0,0,0
2024-02,신림선,4408,신림,0,0,837,210,1158,595,3574,1135,6108,2274,3741,2646,2439,2550,2415,3077,2647,3311,2541,3547,2632,4076,2654,4514,2629,4532,2822,6050,3225,9428,2323,6321,1728,3622,1695,3061,1338,2652,845,1794,317,641,7,17,0,1,0,0
2024-02,신림선,4409,서원,0,0,2051,292,4018,666,12054,1014,17486,2111,11059,2007,6325,1945,5280,2399,5158,2883,5084,3074,4238,3433,3610,4847,3748,5574,3649,7146,3656,10975,2164,9958,1654,6927,1248,6111,1091,6228,435,4016,114,1406,0,15,0,0,0,0
2024-02,신림선,4410,서울대벤처타운,5,0,5336,434,8606,3608,25794,4839,38854,8551,23635,7833,15639,6620,14076,7655,15916,9465,15248,9629,13308,10815,13046,13667,13607,16538,14037,19562,13446,29689,7982,26275,5668,16392,4896,15355,4917,14408,1825,10389,481,4767,3,214,0,0,0,0
2024-02,신림선,4411,관악산(서울대),4,1,762,449,1654,1259,4732,2241,5361,7184,3591,9980,3270,8791,4025,5647,5071,4829,6218,5222,6844,4289,7823,3462,7306,2731,6358,2915,5248,3755,2029,3147,1191,2187,1050,2003,1029,2045,395,1469,107,692,1,63,0,0,0,0
